Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:0SOAuohGmdPWKnBxGiwJkn,"The Karma Theme - From U Turn","The Karma Theme (From U Turn)","Anirudh Ravichander",2018-09-03,214500,43,false,thap36oeqsfv5v7yowsk9t36i,2019-01-24T12:55:27Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.58,0.865,2,-4.966,0,0.0415,0.00826,0.000264,0.069,0.497,123.961,4
spotify:track:7fec0UcxeHVe6kHIez2GSs,"Orasaadha - Madras Gig","Orasaadha (Madras Gig)","Vivek - Mervin",2018-06-12,235500,69,false,thap36oeqsfv5v7yowsk9t36i,2019-01-24T12:55:27Z,"tamil pop,tamil dance,kollywood,tamil indie","Sony Music Entertainment India Pvt. Ltd.",0.587,0.776,0,-4.892,1,0.0807,0.141,0,0.109,0.606,159.906,4
spotify:track:7j7fS14vlwVk0Pfnr0hovC,"Marana Mass - From Petta","Petta (Original Motion Picture Soundtrack)","Anirudh Ravichander,S. P. Balasubrahmanyam",2018-12-10,216000,63,false,thap36oeqsfv5v7yowsk9t36i,2019-01-24T12:55:27Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop,kannada pop,devotional,sandalwood","Sony Music Entertainment India Pvt. Ltd.",0.471,0.873,10,-5.503,0,0.373,0.47,0.0000813,0.146,0.737,78.434,4
spotify:track:3R3HWPQBllWXfF2WVNWbHM,"Sodakku (From Thaanaa Serndha Koottam)","Sodakku (From Thaanaa Serndha Koottam)","Anirudh Ravichander,Anthony Daasan",2017-10-26,238913,52,false,thap36oeqsfv5v7yowsk9t36i,2019-01-24T12:55:27Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop,kannada pop","Sony Music Entertainment India Pvt. Ltd.",0.741,0.9,11,-3.634,1,0.268,0.345,0.00406,0.0362,0.665,159.836,4
spotify:track:7vgWggk85sh6n8iMmMDZVJ,"Karuthavanlaam Galeejaam (From Velaikkaran)","Karuthavanlaam Galeejaam (From Velaikkaran)","Anirudh Ravichander",2017-08-28,208463,52,false,thap36oeqsfv5v7yowsk9t36i,2019-01-24T12:55:27Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.67,0.94,11,-4.404,1,0.308,0.209,0,0.346,0.474,89.95,4
spotify:track:1CjXSN6vgWmniOCEycVFdN,"Aalaporaan Thamizhan","Mersal (Original Motion Picture Soundtrack)","A.R. Rahman,Kailash Kher,Sathyaprakash,Deepak Blue,Pooja AV",2017-08-20,348373,61,false,thap36oeqsfv5v7yowsk9t36i,2019-01-24T12:55:27Z,"tamil pop,kollywood,sufi,bollywood,hindi pop,desi,bhajan,qawwali,devotional,tamil indie,tamil dance,tollywood,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.699,0.81,5,-7.087,1,0.057,0.263,0.00146,0.109,0.738,135.966,4
spotify:track:1Do2hDE0etMakAEQbyOd4L,"Aaluma Doluma","Vedalam (Original Motion Picture Soundtrack)","Anirudh Ravichander,Badshah",2015-10-16,258032,65,false,thap36oeqsfv5v7yowsk9t36i,2019-01-24T12:55:27Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop,bollywood,desi,hindi pop,desi hip hop,hindi hip hop,desi pop","Sony Music Entertainment India Pvt. Ltd.",0.544,0.917,1,-5.853,1,0.201,0.0764,0.00000115,0.346,0.638,160.672,4
spotify:track:2js9xBYSV4wNrVykUK5vgs,"Guleba","Gulaebaghavali (Original Motion Picture Soundtrack)","Vivek - Mervin,Anirudh Ravichander,Mervin Solomon",2017-12-24,277031,57,false,thap36oeqsfv5v7yowsk9t36i,2019-01-24T12:55:27Z,"tamil pop,tamil dance,kollywood,tamil indie,tollywood,tamil hip hop,telugu pop","Think Music",0.766,0.936,5,-2.822,0,0.084,0.0555,0.00000164,0.806,0.305,128.013,4
spotify:track:3PK26tdYPKM3ZxEGVFZx7l,"Danga Maari Oodhari","Anegan (Original Motion Picture Soundtrack)","Harris Jayaraj,Dhanush,Marana Gana Viji,Naveen Madhav",2014-11-10,342186,62,false,thap36oeqsfv5v7yowsk9t36i,2019-01-24T12:55:27Z,"tamil pop,kollywood,tamil dance,kannada pop,tollywood,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.648,0.677,7,-6.262,1,0.266,0.0648,0.00071,0.024,0.548,112.546,3
spotify:track:7w4kFO2slzHCu1qEOMaPkl,"Maari Thara Local - Here Comes Maari","Maari (Original Motion Picture Soundtrack)","Anirudh Ravichander,Dhanush",2015-06-07,230252,68,false,thap36oeqsfv5v7yowsk9t36i,2019-01-24T12:55:27Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.709,0.956,6,-4.695,1,0.255,0.622,0.0000011,0.0982,0.664,94.945,4
spotify:track:78R4fDeRrcoBIxL6uX4TnJ,"Mersalaayitten","I (Original Motion Picture Soundtrack)","A.R. Rahman,Anirudh Ravichander,Neeti Mohan",2014-09-18,304000,60,false,thap36oeqsfv5v7yowsk9t36i,2019-01-24T12:55:27Z,"tamil pop,kollywood,sufi,bollywood,hindi pop,desi,tamil dance,tollywood,tamil hip hop,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.736,0.778,11,-6.728,0,0.0386,0.0246,0.00174,0.0533,0.837,125.999,4
spotify:track:1HsfurxFZV4HxCAepRHfhJ,"Surviva (From Vivegam) (feat. Yogi B & Mali)","Surviva (From Vivegam) (feat. Yogi B & Mali)","Anirudh Ravichander,Yogi B,MALIII",2017-06-19,222026,49,false,thap36oeqsfv5v7yowsk9t36i,2019-01-24T12:55:27Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop,tamil indie","Sony Music Entertainment India Pvt. Ltd.",0.608,0.919,9,-7.203,0,0.0758,0.137,0.000276,0.243,0.728,160.029,4
spotify:track:19PknyOL6OWvABerPEyweT,"Neruppu Da","Kabali (Original Motion Picture Soundtrack)","Santhosh Narayanan,Arunraja Kamaraj",2016-06-13,217934,61,false,thap36oeqsfv5v7yowsk9t36i,2019-01-24T12:55:27Z,"tamil pop,kollywood,tamil hip hop,tamil dance","Think Music",0.576,0.836,4,-3.666,1,0.047,0.0917,0.0000274,0.447,0.481,90.04,4
spotify:track:2RB3zzgxWc2RRBaJOkSEka,"Senjitaley","Remo (Original Motion Picture Soundtrack)","Anirudh Ravichander",2016-09-05,251333,66,false,thap36oeqsfv5v7yowsk9t36i,2019-01-24T12:55:27Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.655,0.941,1,-5.185,1,0.14,0.476,0.00000322,0.215,0.344,88.073,4
spotify:track:62KDpF0Hv7KJLZrrKXsz8r,"Thangamey","Naanum Rowdy Dhaan (Original Motion Picture Soundtrack)","Anirudh Ravichander",2015-10-14,262539,0,false,thap36oeqsfv5v7yowsk9t36i,2019-01-24T12:55:27Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Divo",0.585,0.901,2,-5.785,1,0.0745,0.479,0,0.248,0.62,99.929,4
spotify:track:6A79kP682lpUXnwcl5575F,"Maruvaarthai","Enai Noki Paayum Thota (Original Motion Picture Soundtrack)","Darbuka Siva,Sid Sriram",2017-10-18,356718,0,false,thap36oeqsfv5v7yowsk9t36i,2019-01-24T12:55:27Z,"tamil pop,kollywood,tollywood,telugu pop","VMS Music Records And Publishing Sdn Bhd",0.561,0.729,8,-6.528,1,0.0304,0.0117,0.000127,0.105,0.27,127.993,4
spotify:track:6wBXSf1chpnyXGOSvANs0a,"Thalli Pogathey","Achcham Yenbadhu Madamaiyada (Original Motion Picture Soundtrack)","A.R. Rahman,Sid Sriram,Aaryan Dinesh Kanagaratnam",2016-06-20,268055,0,false,thap36oeqsfv5v7yowsk9t36i,2019-01-24T12:55:27Z,"tamil pop,kollywood,sufi,bollywood,hindi pop,desi,tollywood,telugu pop,tamil hip hop,tamil dance","Divo",0.585,0.749,9,-6.029,0,0.0347,0.106,0,0.0909,0.15,98.234,3
spotify:track:5NEGfbKMcNuEWOzpWufScA,"Yaanji","Vikram Vedha (Original Motion Picture Soundtrack)","Anirudh Ravichander,Sam C.S.,Shakthisree Gopalan",2017-06-19,270375,61,false,thap36oeqsfv5v7yowsk9t36i,2019-01-24T12:55:27Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop,malayalam hip hop,malayalam pop","Think Music",0.692,0.624,9,-6.492,0,0.0337,0.368,0,0.108,0.487,132.896,4
spotify:track:65hrZPcYs8AlXbRl8375gO,"Azhagiye","Kaatru Veliyidai (Original Motion Picture Soundtrack)","A.R. Rahman,Arjun Chandy,Haricharan,Jonita Gandhi",2017-03-20,224657,61,false,thap36oeqsfv5v7yowsk9t36i,2019-01-24T12:55:27Z,"tamil pop,kollywood,sufi,bollywood,hindi pop,desi,mollywood,tollywood,telugu pop,malayalam pop,tamil dance,kannada pop","Sony Music Entertainment India Pvt. Ltd.",0.681,0.458,9,-10.455,1,0.0408,0.0957,0.114,0.121,0.903,100.009,4
spotify:track:4I62FSgKZ9ucNajFmAu93G,"Un Mele Oru Kannu","Rajinimurugan (Original Motion Picture Soundtrack)","D. Imman,Jithin Raj,Mahalakshmi Iyer",2015-06-16,271475,58,false,thap36oeqsfv5v7yowsk9t36i,2019-01-24T12:55:27Z,"tamil pop,tamil dance,kollywood,kannada pop,sandalwood,bollywood,desi","Sony Music Entertainment India Pvt. Ltd.",0.787,0.699,2,-4.364,0,0.0345,0.474,0,0.0989,0.553,122.032,4
spotify:track:3l7JaDIJmWMpvcJqhTJjrk,"Hosanna","Vinnaithaandi Varuvaayaa (Original Motion Picture Soundtrack)","A.R. Rahman,Vijay Prakash,Suzanne D'Mello,Blaaze",2010-01-11,330546,64,false,thap36oeqsfv5v7yowsk9t36i,2019-01-24T12:55:27Z,"tamil pop,kollywood,sufi,bollywood,hindi pop,desi,kannada pop,sandalwood,tollywood,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.582,0.812,7,-6.147,1,0.0418,0.166,0.00162,0.0407,0.7,86.051,4
spotify:track:4vlMdXsRpAIXYggwbNHZSv,"Nenjukkul Peidhidum","Vaaranam Aayiram (Original Motion Picture Soundtrack)","Harris Jayaraj,Hariharan,Devan Ekambaram,VV Prassanna",2008-10-08,369333,70,false,thap36oeqsfv5v7yowsk9t36i,2019-01-24T12:55:27Z,"tamil pop,kollywood,tamil dance,bhajan,ghazal,devotional,telugu pop,tollywood","Sony Music Entertainment India Pvt. Ltd.",0.687,0.43,9,-10.31,1,0.0407,0.6,0.00000249,0.132,0.241,115.01,4
spotify:track:1AbSrAwrzuC3FcDXoYi3ED,"Naan Nee","Madras (Original Motion Picture Soundtrack)","Santhosh Narayanan,Shakthisree Gopalan,Dhee",2014-06-23,253582,68,false,thap36oeqsfv5v7yowsk9t36i,2019-01-24T12:55:27Z,"tamil pop,kollywood,tamil hip hop,tamil dance,tollywood","Think Music",0.651,0.42,4,-8.341,1,0.0274,0.741,0.000257,0.0976,0.159,139.905,4
spotify:track:68dGKf5eIchw0bxpuhk4g8,"Adiyae Azhagae - From Oru Naal Koothu","Adiyae Azhagae (From Oru Naal Koothu)","Justin Prabhakaran",2015-10-08,289404,65,false,thap36oeqsfv5v7yowsk9t36i,2019-01-24T12:55:27Z,"tollywood,telugu pop,tamil pop,kollywood","Think Music",0.718,0.486,7,-8.507,1,0.057,0.572,0.00000161,0.0868,0.511,79.999,4
spotify:track:4mOmWSdTmf6fSAibGWCKp7,"Mental Manadhil","O Kadhal Kanmani (Original Motion Picture Soundtrack)","A.R. Rahman,Jonita Gandhi",2015-04-07,205759,65,false,thap36oeqsfv5v7yowsk9t36i,2019-01-24T12:55:27Z,"tamil pop,kollywood,sufi,bollywood,hindi pop,desi,tamil dance","Sony Music Entertainment India Pvt. Ltd.",0.568,0.886,6,-7.983,0,0.081,0.0123,0.000034,0.361,0.846,160.054,4
spotify:track:2kbxGCtWSV0f1ON720Bd4O,"Don'u Don'u Don'u - The Don's Romance","Maari (Original Motion Picture Soundtrack)","Anirudh Ravichander,Alisha Thomas",2015-06-07,195709,65,false,thap36oeqsfv5v7yowsk9t36i,2019-01-24T12:55:27Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop","Sony Music Entertainment India Pvt. Ltd.",0.776,0.82,8,-4.405,0,0.0414,0.287,0.000361,0.242,0.773,89.982,4
spotify:track:5W5vPvu6DkmqdvJXfjvSvO,"Kadhal Kan Kattudhe","Kaaki Sattai (Original Motion Picture Soundtrack)","Anirudh RavichanderShakthishree Gopalan",2015-02-27,256734,0,false,thap36oeqsfv5v7yowsk9t36i,2019-01-24T12:55:27Z,"","Divo",0.417,0.545,2,-4.933,0,0.0345,0.561,0,0.134,0.498,139.686,3
spotify:track:3kfu3KKaiTAfohtpWq1tew,"Vinmeen","Thegidi (Original Motion Picture Soundtrack)","Nivas K Prasanna,Abhay Jodhpurkar,Saindhavi",2014-02-05,296899,68,false,thap36oeqsfv5v7yowsk9t36i,2019-01-24T12:55:27Z,"tamil pop,kollywood,bollywood,devotional,bhajan,tamil dance","Think Music",0.713,0.534,11,-7.622,0,0.0447,0.113,0.0000135,0.0952,0.285,100.01,4
spotify:track:2109dBho14Lqh2wr8goqAP,"Enna Solla - The New Life of Tamizh","Thangamagan (Original Motion Picture Soundtrack)","Anirudh Ravichander,Shweta Mohan",2015-11-27,215999,64,false,thap36oeqsfv5v7yowsk9t36i,2019-01-24T12:55:27Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop,malayalam pop,mollywood","Sony Music Entertainment India Pvt. Ltd.",0.621,0.515,5,-9.019,1,0.0453,0.616,0.000137,0.11,0.657,109.891,4
spotify:track:5GUM2uDH9Ey4aSvKz1lIdG,"Darling Dambakku","Maan Karate (Original Motion Picture Soundtrack)","Anirudh Ravichander,Benny Dayal,Sunidhi Chauhan",2014-03-16,249985,54,false,thap36oeqsfv5v7yowsk9t36i,2019-01-24T12:55:27Z,"tamil pop,kollywood,tamil dance,tollywood,tamil hip hop,telugu pop,bollywood,desi,hindi pop","Sony Music Entertainment India Pvt. Ltd.",0.736,0.942,5,-4.46,1,0.185,0.341,0.0000942,0.192,0.944,120.157,4
spotify:track:79Xx6GiPfwG3AjdtzGTSXt,"Shoot the Kuruvi - From Jil Jung Juk","Shoot the Kuruvi (From Jil Jung Juk)","Vishal Chandrashekhar,Anirudh Ravichander,Datho Radha Ravi,Siddharth",2015-11-10,262244,51,false,thap36oeqsfv5v7yowsk9t36i,2019-01-24T12:55:27Z,"tollywood,telugu pop,kollywood,tamil pop,mollywood,tamil dance,tamil hip hop","Think Music",0.697,0.566,4,-5.668,0,0.0635,0.24,0,0.432,0.488,120.017,4
